ESCOBAR 1 -Salida;2753;22:30:00;23:00:00;Produccion;Tarde;v
ZTEREF-SAL;2740;22:30:00;23:00:00;Produccion;Tarde;v
S.PEDRO-SAL.;2746;22:30:00;23:00:00;Produccion;Tarde;v
BAR 1-SAL;2733;22:30:00;23:00:00;Produccion;Tarde;v
HENRY FORD SAL.;2752;22:30:00;23:00:00;Produccion;Tarde;v
ZTE 4-SAL;2739;22:30:00;23:00:00;Produccion;Tarde;v
BSASREF-SAL;1046;22:30:00;23:00:00;Produccion;Tarde;v
ALSINA - Salida;2745;22:30:00;23:00:00;Produccion;Tarde;v
BSAS-SAL;2751;22:30:00;23:00:00;Produccion;Tarde;v
ZTE 3- SAL;2738;22:30:00;23:00:00;Produccion;Tarde;v
Adic. Adm. Ruta 202 - Entrada;11074;23:00:00;23:00:00;Produccion;Noche;i
CNAREF-SAL;2744;22:30:00;23:00:00;Produccion;Tarde;v
Zarate-Entrada (Mantenimiento);10631;22:40:00;23:10:00;Produccion;Noche;i
Zarate-Salida (Mantenimiento);9864;22:55:00;23:25:00;Produccion;Tarde;v
PILAR - SALIDA(MANTENIMIENTO);11295;22:55:00;23:25:00;Produccion;Tarde;v
Campana-Salida (Mantenimiento);9867;22:55:00;23:25:00;Produccion;Tarde;v
BARADERO - SALIDA (MANTENIMIENTO);11308;22:55:00;23:25:00;Produccion;Tarde;v
LUJAN - SALIDA (MANTENIMIENTO);11287;22:55:00;23:25:00;Produccion;Tarde;v
Alberti - Ref. Del Viso - Sal.;10017;23:00:00;23:30:00;Produccion;Tarde;v
BARADERO - 2 Salida;10004;23:00:00;23:30:00;Produccion;Tarde;v
PILAR - Salida;10041;23:00:00;23:30:00;Produccion;Tarde;v
CAMPANA 1 (Ref.) - Salida;10023;23:00:00;23:30:00;Produccion;Tarde;v
DEL VISO - Salida;10010;23:00:00;23:30:00;Produccion;Tarde;v
ZARATE 2-(Los Ciebos)-Salida;10029;23:00:00;23:30:00;Produccion;Tarde;v
Ref. 202 Salida;10016;23:00:00;23:30:00;Produccion;Tarde;v
Back Up Libre en Toyota;10003;23:00:00;23:30:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;10035;23:00:00;23:30:00;Produccion;Tarde;v
MORENO - Salida;10022;23:00:00;23:30:00;Produccion;Tarde;v
CAMPANA 2 - Salida;10009;23:00:00;23:30:00;Produccion;Tarde;v
ZARATE 1-(P. Ind.)-Salida;10028;23:00:00;23:30:00;Produccion;Tarde;v
Ref. Lujan 2 - Salida;10015;23:00:00;23:30:00;Produccion;Tarde;v
ZARATE (Ref.Z6 R. Noya)-Salida;10034;23:00:00;23:30:00;Produccion;Tarde;v
SAN PEDRO 2 - Salida;10021;23:00:00;23:30:00;Produccion;Tarde;v
CAMPANA 1 - Salida;10008;23:00:00;23:30:00;Produccion;Tarde;v
BS AS 3 - HENRY FORD - Salida;10027;23:00:00;23:30:00;Produccion;Tarde;v
LUJAN 1 - Salida;10014;23:00:00;23:30:00;Produccion;Tarde;v
ZARATE 6-(R. Noya)-Salida;10033;23:00:00;23:30:00;Produccion;Tarde;v
SAN PEDRO 1 - Salida;10020;23:00:00;23:30:00;Produccion;Tarde;v
BS AS 1 - C. Y S. FE - Salida;10007;23:00:00;23:30:00;Produccion;Tarde;v
CAMPANA 2 (Ref.) - Salida;10026;23:00:00;23:30:00;Produccion;Tarde;v
LUJAN 2 - Salida;10013;23:00:00;23:30:00;Produccion;Tarde;v
ZARATE 5-(Pellegrini)-Salida;10032;23:00:00;23:30:00;Produccion;Tarde;v
San Miguel Salida;10019;23:00:00;23:30:00;Produccion;Tarde;v
BARADERO - 1 Salida;10006;23:00:00;23:30:00;Produccion;Tarde;v
BS AS 2 - RUTA 197 - Salida;10025;23:00:00;23:30:00;Produccion;Tarde;v
Lima - Alsina - Salida;10012;23:00:00;23:30:00;Produccion;Tarde;v
ZARATE 4-(Lavalle)-Salida;10031;23:00:00;23:30:00;Produccion;Tarde;v
Ref. Escobar 1 - Salida;10018;23:00:00;23:30:00;Produccion;Tarde;v
BARADERO - 3 Salida;10005;23:00:00;23:30:00;Produccion;Tarde;v
Ref. Pilar - Salida;10042;23:00:00;23:30:00;Produccion;Tarde;v
ZARATE (Ref. Z4-Lav)-Salida;10024;23:00:00;23:30:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;10011;23:00:00;23:30:00;Produccion;Tarde;v
ZARATE 3-(S. Lorenzo)-Salida;10030;23:00:00;23:30:00;Produccion;Tarde;v
SAN PEDRO - SALIDA (MANTENIMIENTO);11299;22:55:00;23:55:00;Administracion;Tarde;v
ZTELIMA;3481;23:20:00;23:59:00;Produccion;Tarde;v
BARADERO - 3 Salida;5094;23:58:00;23:59:00;Produccion;Tarde;v
LUJAN 2 - Salida;3286;23:50:00;23:59:00;Produccion;Tarde;v
ZARATE 1-(P. Ind.)-Salida;3867;23:29:00;23:59:00;Produccion;Tarde;v
ZARATE 4-(Lavalle)-Salida;3541;23:29:00;23:59:00;Produccion;Tarde;v
BARREF-SAL;3436;23:50:00;23:59:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;4633;23:50:00;23:59:00;Produccion;Tarde;v
ALSINA - Salida;1050;23:50:00;23:59:00;Produccion;Tarde;v
BS AS 3 - HENRY FORD - Salida;4435;23:50:00;23:59:00;Produccion;Tarde;v
Back Up Libre en Toyota;3456;23:29:00;23:59:00;Produccion;Tarde;v
PILAR - Salida;4899;23:50:00;23:59:00;Produccion;Tarde;v
ZARATE 2-(Galesio)-Salida;3284;23:50:00;23:59:00;Produccion;Tarde;v
ZARATE 6-(R. Noya)-Salida;3809;23:30:00;23:59:00;Produccion;Tarde;v
HENRY FORD SAL.;3540;23:29:00;23:59:00;Produccion;Tarde;v
LIMA - Salida;4585;23:50:00;23:59:00;Produccion;Tarde;v
BS AS 2 - RUTA 197 - Salida;4434;23:50:00;23:59:00;Produccion;Tarde;v
CAMPANA 1 - Salida;3455;23:29:00;23:59:00;Produccion;Tarde;v
ZARATE 5-(Pellegrini)-Salida;3537;23:29:00;23:59:00;Produccion;Tarde;v
Rec. Sabado Zarate;4404;23:50:00;23:59:00;Produccion;Tarde;v
BARADERO - 2 Salida;4204;23:58:00;23:59:00;Produccion;Tarde;v
SAN PEDRO 2 - Salida;4433;23:50:00;23:59:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;3441;23:50:00;23:59:00;Produccion;Tarde;v
CAMPANA 2 (Ref.) - Salida;3536;23:29:00;23:59:00;Produccion;Tarde;v
DEL VISO - Salida;4430;23:50:00;23:59:00;Produccion;Tarde;v
ZARATE (Ref. Z4-Lav)-Salida;3439;23:50:00;23:59:00;Produccion;Tarde;v
ZARATE 3-(S. Lorenzo)-Salida;3151;23:30:00;23:59:00;Produccion;Tarde;v
S.PEDRO 1-SAL;3498;23:58:00;23:59:00;Produccion;Tarde;v
ZARATE (Ref. Z3 S. L)-Entrada;3395;23:20:00;23:59:00;Produccion;Mañana;v
Rec. Sabados Campana;4413;23:50:00;23:59:00;Produccion;Tarde;i
PILAR-SAL;3438;23:50:00;23:59:00;Produccion;Tarde;v
CAMPANA 1 (Ref.) - Salida;3725;23:29:00;23:59:00;Produccion;Tarde;v
DEL VISO-SAL;3150;23:30:00;23:59:00;Produccion;Tarde;v
MORENO - Salida;3482;23:00:00;23:59:00;Produccion;Tarde;v
LUJAN 1 - Salida;3294;23:50:00;23:59:00;Produccion;Tarde;v
BAR 1-SAL;3893;23:58:00;23:59:00;Produccion;Tarde;v
CAMPANA 2 - Salida;3437;23:50:00;23:59:00;Produccion;Tarde;v
BARADERO - 1 Salida;4792;23:50:00;23:59:00;Produccion;Tarde;v
